"12 Aug 2011 21:50:21","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:50:21","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:50:25","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:50:25","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:50:26","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:50:26","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:03","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:03","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:06","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:06","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:41","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:41","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:43","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:53:43","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:54:16","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:54:16","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:54:34","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:54:34","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:55:24","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:55:24","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:56:10","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 21:56:10","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 22:14:52","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 22:14:54","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 22:14:54","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:01","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:01","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:06","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:08","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:08","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
